,movieId,genres,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,plot_keywords
1924,107503,Musical|Western,Annie Get Your Gun,George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,girl|gun|love|sharpshooter|the end
1925,107836,Comedy|Musical,Annie Get Your Gun,George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,girl|gun|love|sharpshooter|the end
1926,26142,Adventure|War|Western,Major Dundee,Sam Peckinpah,James Coburn,Slim Pickens,Warren Oates,apache|apache indian|confederate|mexico|scout
1927,26172,Action|Crime|Drama|Thriller,Point Blank,John Boorman,Lee Marvin,Angie Dickinson,Carroll O'Connor,criminal|gangster|money|revenge|violence
1928,26198,Children|Comedy,"Yours, Mine and Ours",Melville Shavelson,Lucille Ball,Tom Bosley,Tim Matheson,nurse|parent|sibling|widow|widower
1929,40962,Comedy|Romance,"Yours, Mine and Ours",Melville Shavelson,Lucille Ball,Tom Bosley,Tim Matheson,nurse|parent|sibling|widow|widower
1930,26257,Crime|Drama|Thriller,Sweet Sweetback's Baadasssss Song,Melvin Van Peebles,John Amos,Mario Van Peebles,Melvin Van Peebles,black panther|hells angels|on the run|racist|racist cop
1931,26277,Comedy|Crime|Thriller,Slither,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,alien|b movie|sex|slug|small town
1932,44828,Comedy|Horror|Sci-Fi,Slither,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,alien|b movie|sex|slug|small town
1933,26386,Comedy|Thriller,High Anxiety,Mel Brooks,Madeline Kahn,Harvey Korman,Dick Van Patten,belldon's hysteria|high anxiety|hitchcockian|murder|parody
1934,26391,Drama|Musical|Romance,"New York, New York",Martin Scorsese,Robert De Niro,Liza Minnelli,Mary Kay Place,love|musician|saxophonist|singer|songwriter
1935,26393,Action|Thriller,Sorcerer,William Friedkin,Roy Scheider,Joe Spinell,Amidou,fire|jungle|money|oil drilling|truck
1936,26398,Drama|Sci-Fi|Thriller,Capricorn One,Peter Hyams,David Huddleston,Sam Waterston,Hal Holbrook,astronaut|hoax|journalist|mission|nasa
1937,26492,Fantasy|Horror|Sci-Fi|Thriller,Twilight Zone: The Movie,Joe Dante,Albert Brooks,Al Leong,Vic Morrow,1940s|1960s|bar|kick the can|remake
1938,26600,Action|Drama|Thriller,Malone,Harley Cokeliss,Cliff Robertson,Tracey Walter,Dennis Burkley,assassin|box office flop|cia|farmer|power
1939,26638,Crime|Drama|Horror|Thriller,Prison,Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,electric chair|haunting|prison|prisoner|revenge
1940,26737,Crime|Drama,Light Sleeper,Paul Schrader,Dana Delany,Jane Adams,David Clennon,bare breasts|drugs|existentialism|new york city|redemption
1941,26750,Adventure|Drama|Western,Quigley Down Under,Simon Wincer,Alan Rickman,Tom Selleck,Ben Mendelsohn,aborigine|australian|australian aborigine|australian outback|rancher
1942,26755,Action|Crime,Stone Cold,Craig R. Baxley,Brian Bosworth,Sam McMurray,Richard Gant,biker|biker gang|fbi|mississippi|undercover
1943,26775,Comedy|Musical|Romance,Johnny Suede,Tom DiCillo,Brad Pitt,Tina Louise,Nick Cave,idol|musician|vomiting|watching television|wyoming
1944,26819,Action|Sci-Fi,Fortress,Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,escape|future|population control|prison|prisoner
1945,47356,Action|Thriller,Fortress,Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,escape|future|population control|prison|prisoner
1946,26973,Fantasy|Horror,Snow White: A Tale of Terror,Michael Cohn,David Conrad,Chris Bauer,Monica Keena,apple|miner|mirror|necromancy|woods
1947,26996,Thriller,Safe House,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,cia|cia agent|consulate|on the run|safe house
1948,92507,Action|Crime|Mystery|Thriller,Safe House,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,cia|cia agent|consulate|on the run|safe house
1949,27003,Action|Horror|Sci-Fi,Beowulf,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,creature|demon|king|reward|warrior
1950,55995,Action|Adventure|Animation|Fantasy|IMAX,Beowulf,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,creature|demon|king|reward|warrior
1951,27266,Drama|Fantasy|Romance|Sci-Fi,2046,Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,number in title|train|woman slaps a man|woman slaps man|written by director
1952,27408,Drama|Thriller,Ripley's Game,Liliana Cavani,Ray Winstone,Dougray Scott,Chiara Caselli,art forgery|concert|dying|picture framer|villa
1953,27434,Horror|Mystery,Darkness,Jaume Balagueró,Lena Olin,Giancarlo Giannini,Francesc Pagès,9 year old|blood|gramophone|house|missing children
1954,27537,Comedy|Fantasy|Mystery|Sci-Fi,Nothing,Vincenzo Natali,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,imagination|one word title|part animation|surrealism|virtual reality
1955,27674,Comedy|Crime|Drama|Mystery|Thriller,11:14,Greg Marcks,Henry Thomas,Barbara Hershey,Shawn Hatosy,convenience store|multiple perspectives|murder|paramedic|van
1956,27735,Action|Adventure|Comedy|Drama|Thriller,Unstoppable,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,freight train|race against time|runaway train|train|train engineer
1957,81782,Action|Drama|Thriller,Unstoppable,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,freight train|race against time|runaway train|train|train engineer
1958,27808,Comedy|Drama|Romance,Spanglish,James L. Brooks,Adam Sandler,Paz Vega,Sarah Steele,chef|college|housekeeper|letter|mexico
1959,27816,Action|Adventure|Drama|War,Saints and Soldiers,Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium
1960,27822,Drama|Thriller,Open Water,Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses
1961,27831,Crime|Drama|Thriller,Layer Cake,Matthew Vaughn,Tom Hardy,Sally Hawkins,Jamie Foreman,cake|cocaine|drugs|pills|serbian
1962,27837,Action|Adventure,Flight of the Phoenix,John Moore,Dennis Quaid,Tony Curran,Miranda Otto,captain|desert|rescue|stranded|survivor
1963,27838,Drama|Thriller,Mean Creek,Jacob Aaron Estes,Rory Culkin,Scott Mechlowicz,Trevor Morgan,boat|bully|dare|friend|river
1964,27874,Comedy,Going the Distance,Nanette Burstein,Rob Riggle,Kelli Garner,Jim Gaffigan,bar|job|long distance relationship|male pubic hair|pubic hair
1965,80241,Comedy|Romance,Going the Distance,Nanette Burstein,Rob Riggle,Kelli Garner,Jim Gaffigan,bar|job|long distance relationship|male pubic hair|pubic hair
1966,27882,Documentary,Riding Giants,Stacy Peralta,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,beach|surfing|surfing contest|two word title|wave
1967,30707,Drama,Million Dollar Baby,Clint Eastwood,Clint Eastwood,Morgan Freeman,Mike Colter,boxing|boxing trainer|death|suicide attempt|women boxing
1968,30749,Drama|War,Hotel Rwanda,Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier
1969,30793,Adventure|Children|Comedy|Fantasy|IMAX,Charlie and the Chocolate Factory,Tim Burton,Johnny Depp,Christopher Lee,David Kelly,chocolate|diminution|miniaturization|physical flexability|ticket
1970,30818,Drama|Musical,Beyond the Sea,Kevin Spacey,Kevin Spacey,Bob Hoskins,Brenda Blethyn,bobby darin|career|love|marriage|sandra dee
1971,30822,Comedy|Drama,In Good Company,Paul Weitz,Scarlett Johansson,Ty Burrell,Dennis Quaid,company|corporate takeover|executive|magazine|new boss
1972,30825,Comedy,Meet the Fockers,Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title
1973,30883,Comedy|Fantasy,Fat Albert,Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,animated sequence|junkyard|love|party|television
1974,30894,Drama|Horror|Mystery|Sci-Fi|Thriller,White Noise,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,architect|grave|obsession|river|voice
1975,30896,Action|Comedy|Thriller,Underclassman,Marcos Siega,Cheech Marin,Nick Cannon,Kaylee DeFer,police|private school|shootout|undercover|wigger
1976,31042,Drama|War,Hell's Angels,Howard Hughes,Jean Harlow,Marian Marsh,James Hall,bomb|bombing mission|munitions|oxford|royal flying corps
1977,31114,Comedy|Drama,Imaginary Heroes,Dan Harris,Kip Pardue,Ryan Donowho,Larry Fessenden,cat|christmas song|lawn mowing|leave of absence|medication
1978,31221,Action|Adventure|Crime|Drama,Elektra,Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,assassin|battle|heroine|martial arts|spin off
1979,31223,Children|Comedy,Racing Stripes,Frederik Du Chau,Bruce Greenwood,Frankie Muniz,M. Emmet Walsh,farm|horse|kentucky|racehorse|zebra
1980,31225,Drama,Coach Carter,Thomas Carter,Channing Tatum,Rick Gonzalez,Robert Ri'chard,basketball|basketball coach|coach|contract|high school
1981,31290,Action|Adventure|Fantasy|Sci-Fi,Beastmaster 2: Through the Portal of Time,Sylvio Tabet,Michael Berryman,Kari Wuhrer,Marc Singer,beast|beastmaster|psychotronic|sword and sorcery|warrior
1982,31422,Children|Comedy,Are We There Yet?,Brian Levant,Nia Long,Tracy Morgan,Jay Mohr,car fire|children|cockroach|independent film|new year
1983,31427,Horror|Mystery|Thriller,Hide and Seek,John Polson,Robert De Niro,Dylan Baker,Robert John Burke,bathtub|psychologist|pushed out a window|smothered with a pillow|telescope
1984,31431,Drama|Horror|Mystery|Thriller,Boogeyman,Stephen Kay,Barry Watson,Skye McCole Bartusiak,Charles Mesure,boogeyman|childhood|fear|hometown|uncle
1985,31445,Comedy|Drama,Employee of the Month,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,competition|date|employee|laser in eyes|slacker
1986,48520,Comedy,Employee of the Month,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,competition|date|employee|laser in eyes|slacker
1987,31685,Comedy|Romance,Hitch,Andy Tennant,Will Smith,Michael Rapaport,Kevin Sussman,advice|friendship|gossip|newspaper|quitting a job
1988,31687,Animation|Children,Pooh's Heffalump Movie,Frank Nissen,Kath Soucie,Brenda Blethyn,John Fiedler,creature|forest|mother son relationship|rabbit|winnie the pooh
1989,31689,Documentary,Inside Deep Throat,Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace,clitoris|deep throat|fellatio|oral sex|porn industry
1990,31694,Comedy|Musical|Romance,Bride & Prejudice,Gurinder Chadha,Indira Varma,Martin Henderson,Anupam Kher,bollywood|india|jane austen|london england|travel
1991,31698,Adventure|Children|Comedy|Fantasy,Son of the Mask,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,baby|cartoon on tv|cartoonist|dog|mask
1992,31700,Children|Comedy|Drama,Because of Winn-Dixie,Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint,10 year old|dog|florida|girl|supermarket
1993,32011,Horror|Thriller,Cursed,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,creature|death|party|rescue|werewolf
1994,32015,Comedy|Fantasy|Horror,Gory Gory Hallelujah,Sue Corcoran,Tony Doupe,Sue Corcoran,David Frederick White,conspiracy|feminist|hippie|motorcycle|slapstick comedy
1995,32019,Comedy|Crime|Musical,Be Cool,F. Gary Gray,Dwayne Johnson,Christina Milian,Debi Mazar,concert|mobster|russian|sequel|widow
1996,32029,Action|Crime|Drama|Thriller,Hostage,Florent-Emilio Siri,Jimmy Bennett,Bruce Willis,Ransford Doherty,california|hostage|hostage negotiator|organized crime|police
1997,32031,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,Robots,Chris Wedge,Jim Broadbent,Drew Carey,Paula Abdul,actor voicing multiple characters|box office hit|coffee|plate|robot
1998,32074,Drama|Romance,Kiss the Bride,C. Jay Cox,Tori Spelling,Amber Benson,Garrett M. Brown,best friend|high school|love|secret|wedding
1999,99768,Comedy|Romance,Kiss the Bride,C. Jay Cox,Tori Spelling,Amber Benson,Garrett M. Brown,best friend|high school|love|secret|wedding
2000,32234,Drama,Julia,Fred Zinnemann,Meryl Streep,Jane Fonda,Vanessa Redgrave,1930s|female protagonist|nazi|romantic friendship|writer
2001,58937,Drama|Thriller,Julia,Fred Zinnemann,Meryl Streep,Jane Fonda,Vanessa Redgrave,1930s|female protagonist|nazi|romantic friendship|writer
2002,32289,Children|Comedy|Drama,Ice Princess,Tim Fywell,Connie Ray,Trevor Blumas,Amy Stewart,championship|coach|harvard|physics|zamboni
2003,32296,Adventure|Comedy|Crime,Miss Congeniality 2: Armed and Fabulous,John Pasquin,Eileen Brennan,Diedrich Bader,Treat Williams,bodyguard|fbi|fbi agent|female protagonist|undercover
2004,32298,Comedy|Romance,Guess Who,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,argument|engagement|family relationships|love|undressing
2005,32300,Action|Comedy,D.E.B.S.,Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,1959 cadillac|diamonds|female villain|force field|voyeurism
2006,32314,Adventure|Comedy|Documentary,Incident at Loch Ness,Zak Penn,Zak Penn,Gabriel Beristain,John Bailey,boat|director|loch ness|loch ness monster|monster
2007,32342,Drama,Woman Thou Art Loosed,Michael Schultz,Loretta Devine,Kimberly Elise,Clifton Powell,abuse|bishop|death|flashback|poverty
2008,32587,Action|Crime|Film-Noir|Mystery|Thriller,Sin City,Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,anthology|corruption|hearing characters thoughts|neo noir|night
2009,32589,Comedy,Beauty Shop,Bille Woodruff,Alfre Woodard,Keshia Knight Pulliam,LisaRaye McCoy,client|dentures|false teeth|reference to peter pan|single parent
2010,32928,Crime|Sci-Fi|Thriller,Control,Anton Corbijn,Sam Riley,Samantha Morton,Alexandra Maria Lara,band|employment agency|singer|stage fright|suicide
2011,55444,Drama,Control,Anton Corbijn,Sam Riley,Samantha Morton,Alexandra Maria Lara,band|employment agency|singer|stage fright|suicide
2012,32988,Drama,Clean,Olivier Assayas,Maggie Cheung,Béatrice Dalle,Don McKellar,jail|junkie|money|motel|singer
2013,33136,Drama,House of D,David Duchovny,Robin Williams,Mark Margolis,Frank Langella,artist|butchery|catholic|catholic school|friend
2014,33148,Comedy|Crime,King's Ransom,Jeffrey W. Byrd,Donald Faison,Loretta Devine,Regina Hall,hit in the crotch|kidnapping|nail gun|police|release from prison
2015,33152,Drama,Madison,William Bindley,Bruce Dern,Jake Lloyd,William Shockley,boat racing|hydroplane|loyalty|one word title|scolding
2016,33158,Action|Crime|Thriller,xXx: State of the Union,Lee Tamahori,Sunny Mabrey,Nona Gaye,Xzibit,coup d'etat|mutiny|president|u.s. navy|washington d.c.
2017,33162,Action|Drama|Romance|War,Kingdom of Heaven,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,12th century|crusader|jerusalem|knight|medieval times
2018,33421,Drama,Dear Wendy,Thomas Vinterberg,Michael Angarano,Chris Owen,William Hootkins,gang|gun|loner|love|outcast
2019,33493,Action|Adventure|Sci-Fi,Star Wars: Episode III - Revenge of the Sith,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision
2020,33495,Comedy,Kicking & Screaming,Jesse Dylan,Josh Hutcherson,Will Ferrell,Robert Duvall,book|child|slapstick comedy|soccer|suburb
2021,33499,Comedy|Romance,Monster-in-Law,Robert Luketic,Adam Scott,Jane Fonda,Elaine Stritch,breakdown|fight|mother in law|scheme|wedding
2022,33615,Adventure|Animation|Children|Comedy,Madagascar,Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,escape|jungle|lemur|madagascar|zoo
2023,100046,Documentary,Madagascar,Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,escape|jungle|lemur|madagascar|zoo
2024,33629,Adventure|Comedy,Airborne,Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell,cincinnati ohio|high school|hockey|jock strap|zoologist
2025,33639,Children|Documentary,Mad Hot Ballroom,Marilyn Agrelo,Heather Berman,Eva Carrozza,Paul Daggett,ballroom dancing|new york city|poise|self confidence|teacher
2026,33649,Comedy|Drama|Romance,Saving Face,Alice Wu,Joan Chen,Ato Essandoh,Jessica Hecht,chinese|chinese american|lesbian love|mother daughter relationship|surgeon
2027,93752,Documentary|Drama,Saving Face,Alice Wu,Joan Chen,Ato Essandoh,Jessica Hecht,chinese|chinese american|lesbian love|mother daughter relationship|surgeon
2028,33660,Drama|Romance,Cinderella Man,Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt,boxer|boxing|dream|great depression|love
2029,33672,Action|Comedy|Drama,Lords of Dogtown,Catherine Hardwicke,Heath Ledger,Michael Angarano,Rebecca De Mornay,1970s|skateboarder|skateboarding|surf|swimming pool
2030,33725,Comedy|Drama|Musical,It's All Gone Pete Tong,Michael Dowse,Paul Kaye,Neil Maskell,Kate Magowan,deafness|disappearance|ears|ibiza|musician
2031,33781,Drama|Romance,Quo Vadis,Mervyn LeRoy,Peter Ustinov,Deborah Kerr,Robert Taylor,christian|emperor|general|hostage|nero
2032,33794,Action|Crime|IMAX,Batman Begins,Christopher Nolan,Christian Bale,Liam Neeson,Morgan Freeman,armored car|gangster|gotham|mixed martial arts|social decay
2033,33817,Drama|Romance,My Summer of Love,Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire
2034,33826,Comedy|Drama,Saint Ralph,Michael McGowan,Campbell Scott,Adam Butcher,Gordon Pinsent,boston marathon|coma|marathon|miracles|running
2035,33832,Drama,Yes,Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas,beach|lebanese|loss|muslim|restaurant
2036,33834,Action|Horror|Thriller,Land of the Dead,George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse
2037,33838,Documentary,Rize,David LaChapelle,Kevin Scott Richardson,Christopher Toler,Tommy the Clown,clown|clowning|dance|gang|south central los angeles
2038,33880,Comedy|Drama,Me and You and Everyone We Know,Miranda July,Najarra Townsend,Brad William Henke,Miranda July,fellatio|seven word title|shoe salesman|title directed by female|written by director
2039,34048,Action|Adventure|Sci-Fi|Thriller,War of the Worlds,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,alien|fight|storm|survival|tripod
2040,64997,Action|Sci-Fi,War of the Worlds,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,alien|fight|storm|survival|tripod
2041,34143,Drama|Horror|Thriller,Dark Water,Walter Salles,Dougray Scott,Camryn Manheim,Ariel Gade,apartment|hello kitty|school|teacher|water
2042,34150,Action|Adventure|Sci-Fi,Fantastic Four,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,box office flop|critically bashed|portal|teleportation|troubled production
2043,34150,Action|Adventure|Sci-Fi,Fantastic Four,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,box office flop|critically bashed|portal|teleportation|troubled production
2044,34153,Documentary,Murderball,Henry Alex Rubin,Mark Zupan,Joe Bishop,Andy Cohn,paralympics|quad rugby|rugby|team|wheelchair
2045,34271,Crime|Drama,Hustle & Flow,Craig Brewer,Isaac Hayes,Paula Jai Parker,Elise Neal,baby|friend|hip hop|pimp|stripper
2046,34314,Comedy|Drama,Funny Ha Ha,Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,mumblecore
2047,34330,Drama|Mystery,November,Greg Harrison,Amir Talai,Anne Archer,Nora Dunn,female protagonist|murder|photographer|robbery|shot to death
2048,34332,Action|Adventure|Children|Comedy,Sky High,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,coming of age|friend|high school|sidekick|superpower
2049,34334,Action|Adventure|Sci-Fi|Thriller,Stealth,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,artificial intelligence|box office flop|fighter jet|navy|pilot
2050,34336,Comedy|Romance,Must Love Dogs,Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,date|dating|dog|love|teacher
2051,34405,Action|Adventure|Sci-Fi,Serenity,Joss Whedon,Adam Baldwin,Sean Maher,Michael Hitchcock,alliance|cannibalism|future|operative|planet
2052,34523,Comedy|Drama,The Chumscrubber,Arie Posin,Rory Culkin,John Heard,Tim DeKay,chumscrubber|death|friend|pills|school
2053,34530,Comedy,Deuce Bigalow: European Gigolo,Mike Bigelow,Carlos Ponce,Eddie Griffin,Charles Keating,dolphin|gigolo|pimp|serial killer|villain arrested
2054,34534,Action|Crime|Drama,Four Brothers,John Singleton,Josh Charles,Tony Nappo,Fionnula Flanagan,bare butt|corrupt police|four brothers|funeral|murder
2055,34536,Action|Drama|War,The Great Raid,John Dahl,James Franco,Clayne Crawford,Paolo Montalban,american|lieutenant colonel|mission|rescue|soldier
2056,34767,Comedy|Documentary|Romance,My Date with Drew,Jon Gunn,John August,Brian Herzlinger,Jon Gunn,actress name in title|crush|date|four word title|video camera
2057,35015,Adventure|Drama,Duma,Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,africa|bed|boy|cheetah|south africa
2058,35957,Horror|Thriller,Red Eye,Wes Craven,Robert Pine,Carl Gilliard,Suzie Plakson,airport|flight|hotel|hotel manager|plane
2059,36392,Action,Supercross,Steve Boyum,Channing Tatum,Mike Vogel,Steve Howey,one word title|paddock|supercross|swimming pool|winning
2060,36397,Adventure|Animation|Children|Comedy|Fantasy|War,Valiant,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,dove|falcon|nursing|pigeon|psychological torture
2061,36511,Comedy|Drama|Romance,Undiscovered,Meiert Avis,Fisher Stevens,Kip Pardue,Perrey Reeves,bare chested male|box office flop|diner|german shepherd|one word title
2062,36519,Action|Crime|Thriller,Transporter 2,Louis Leterrier,Jason Statham,Jason Flemyng,Matthew Modine,driver|french|kidnapping|police|sequel
2063,36525,Comedy|Fantasy|Romance,Just Like Heaven,Mark Waters,Jon Heder,Ivana Milicevic,Willie Garson,apartment|architect|coma|doctor|spirit
2064,36529,Action|Crime|Drama|Thriller|War,Lord of War,Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,1980s|arms dealer|immorality|ukrainian|warlord
2065,36537,Comedy|Drama,Thumbsucker,Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,attention deficit disorder|debate|drugs|psychologist|school
2066,37380,Action|Horror|Sci-Fi,Doom,Andrzej Bartkowiak,Dwayne Johnson,Ben Daniels,Dexter Fletcher,commando unit|extra chromosome|first person shooter|special forces|teleportation
2067,37382,Crime|Drama|Thriller,Domino,Tony Scott,Ian Ziering,Mo'Nique,Edgar Ramírez,bounty hunter|fbi|female bounty hunter|female nudity|reality show
2068,37384,Comedy,Waiting...,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies,cook|dishwasher|flashing|male frontal nudity|waiter
2069,37727,Action|Drama|Thriller,Flightplan,Robert Schwentke,Erika Christensen,Michael Irby,Haley Ramm,captain|flight|flight attendant|plane|search
2070,37729,Animation|Comedy|Fantasy|Musical|Romance,Corpse Bride,Tim Burton,Johnny Depp,Christopher Lee,Joanna Lumley,arranged marriage|bride|corpse|groom|woods
2071,37741,Crime|Drama,Capote,Bennett Miller,Philip Seymour Hoffman,Michael J. Burg,Kwesi Ameyaw,book|holcomb kansas|kansas|killer|truman capote
2072,37844,Comedy|Drama|Romance,Roll Bounce,Malcolm D. Lee,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,1970s|boy|competition|roller skates|tubesocks
2073,37853,Action|Adventure|Crime|Thriller,Into the Blue,John Stockwell,Paul Walker,James Frain,Ashley Scott,bahamas|blood splatter|cocaine|hairy chest|shark
2074,38061,Comedy|Crime|Mystery|Thriller,Kiss Kiss Bang Bang,Shane Black,Robert Downey Jr.,Corbin Bernsen,Larry Miller,actor|detective sergeant|hotel|nightclub|thief
2075,38435,Drama,Forty Shades of Blue,Ira Sachs,Rip Torn,Jenny O'Hara,Darren E. Burrows,love|music producer|previous marriage|rock 'n' roll|russian
2076,38843,Drama|War,55 Days at Peking,Nicholas Ray,Ava Gardner,David Niven,John Ireland,ambassador|boxer rebellion|china|colonialism|peking china
2077,38867,Crime|Drama|Thriller,Freeze Frame,John Simpson,Colin Salmon,Lee Evans,Ian McNeice,alibi|box office flop|newspaper clipping|non statutory female on male rape|profiler
2078,39183,Drama|Romance,Brokeback Mountain,Ang Lee,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,gay relationship|homosexuality|mountain|ranch|rodeo
2079,39231,Comedy|Drama|Romance,Elizabethtown,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,flight|flight attendant|kentucky|shoes|travel
2080,39234,Drama,North Country,Niki Caro,Jeremy Renner,Charlize Theron,Sissy Spacek,based on true story|innocence|lawsuit|mine|sexual harassment
2081,39292,Crime|Drama,"Good Night, and Good Luck.",George Clooney,Robert Downey Jr.,Tate Donovan,Alex Borstein,cbs|expose|fear|paranoia|reporter
2082,39307,Children|Drama,Dreamer: Inspired by a True Story,John Gatins,Ken Howard,Freddy Rodríguez,Holmes Osborne,colon in title|horse|kentucky|overalls|six word title
2083,39414,Comedy|Drama|Romance,Shopgirl,Anand Tucker,Frances Conroy,Bridgette Wilson-Sampras,Clyde Kusatsu,artist|depression|gloves|photography|slacker
2084,39419,Drama|Thriller,Where the Truth Lies,Atom Egoyan,Colin Firth,Alison Lohman,Rachel Blanchard,breasts|death|female rear nudity|lesbian cunnilingus|rear entry sex
2085,39446,Horror|Thriller,Saw II,Darren Lynn Bousman,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,death|detective|nerve gas|serial killer|trap
2086,39869,Drama,Manderlay,Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,cotton|female frontal nudity|flogging|gangster|slavery
2087,39931,Drama|Sci-Fi|Thriller,Damnation Alley,Jack Smight,George Peppard,Jan-Michael Vincent,Paul Winfield,cockroach|desert|ghost town|giant spider|travel
2088,40275,Drama,Everything Put Together,Marc Forster,Radha Mitchell,Alan Ruck,Megan Mullally,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome
2089,40278,Action|Drama|War,Jarhead,Sam Mendes,Jake Gyllenhaal,Brian Geraghty,James Morrison,american abroad|gulf war|u.s. military|u.s. soldier|usmc
2090,40339,Action|Adventure|Animation|Children|Comedy|Sci-Fi,Chicken Little,Mark Dindal,Catherine O'Hara,Fred Willard,Amy Sedaris,alien invasion|chicken|fish|friend|panic
2091,40342,Comedy|Drama|Musical|Romance,Romance & Cigarettes,John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard,anal sex|death|dream|poem|sex
2092,40412,Crime|Thriller,Dead Man's Shoes,Shane Meadows,Paddy Considine,Gary Stretch,George Newton,anger|army veteran|independent film|revenge|sex scene
2093,40574,Action|Crime|Drama,Get Rich or Die Tryin',Jim Sheridan,50 Cent,Bill Duke,Marc John Jefferies,male frontal nudity|male pubic hair|prison|pubic hair|violence
2094,40583,Drama|Thriller,Syriana,Stephen Gaghan,Matt Damon,Amr Waked,Kayvan Novak,cia|hezbollah|lebanon|oil|prince
2095,40583,Drama|Thriller,Syriana,Stephen Gaghan,Matt Damon,Amr Waked,Kayvan Novak,cia|hezbollah|lebanon|oil|prince
